video_id,title,views,likes,comments,shares,face_present,emotion,sentiment
JCrkGNx-5i4,Santhosh Narayanan and Dhee Try Tamil Full Meals Ft. Kishen Das | Menu Please | Netflix India,2428536,45268,1398,0,1,happy,0.13656058201058197
ZuN5znBM7Vk,Rajkummar Rao Fixes Pankaj Tripathi’s Neck | Funny Scene | Bareilly Ki Barfi | Netflix India,9139083,94380,1597,0,1,sad,0.11691805555555555
P41KJkIq7CU,"Spotlight | Ray Promo | Harshvarrdhan Kapoor, Akansha Ranjan Kapoor | Netflix India",429657,7568,554,0,1,sad,0.14607857142857142
igocr358Gr0,"Harshvardhan Rane as Neel | Teaser | Haseen Dillruba | Taapsee Pannu, Vikrant Massey | Netflix India",766191,10258,346,0,1,neutral,0.17859583333333334
JL6uigLdj3M,"Taapsee Pannu as Rani | Promo | Haseen Dillruba | Vikrant Massey, Harshvardhan Rane | Netflix India",367723,5390,254,0,1,happy,0.13551539201539198
L1u-ol6SK0o,The First Step to Pride ft. @SushantDivgikarRaniKohenur | Netflix India,459440,21941,1055,0,1,neutral,0.28100669336863526
lt_bDfnXKGM,"Haseen Dillruba | Official Trailer | Taapsee Pannu, Vikrant Massey, Harshvardhan Rane| Netflix India",18460990,296067,10082,0,1,sad,0.06093863636363636
VP5WVyB8z-g,Bheem Eats Spicy Chillies | Mighty Little Bheem | Netflix India,7022014,35186,0,0,0,Unknown,0.0
QiqHvUul4wc,"The Best Life Advice ft. Shahrukh Khan, Ranbir Kapoor, BoJack & More | Netflix India",286499,15849,357,0,1,neutral,0.14009019660894664
P0P_Sfju0-Q,"Ray | Official Trailer | Manoj Bajpayee, Ali Fazal, Kay Kay Menon & Harshvarrdhan Kapoor",7316029,217716,11326,0,1,sad,0.13344944444444445
J_Hz5c0_3Jo,"Best Bollywood One-Liners ft. Shahrukh, Paresh, Kareena, Akshay, Kajol & More | Netflix India",281689,8872,227,0,1,happy,0.13293948412698411
e2GGoqKQsv8,Mammootty Goes For An Auto Rickshaw Ride | One | Malayalam Film | Netflix India,9031515,108920,2918,0,1,happy,0.08137500000000002
TxzorsKQbNY,@ashishchanchlanivines Helps Arjun Kapoor | Sardar Ka Grandson | Netflix India,2648729,220813,3975,0,1,happy,0.11569090909090911
PPtVwZxdDc8,Money Heist: Part 5 | Date Announcement | Netflix India,3765039,200917,9538,0,0,Unknown,0.031389880952380954
ob_gOD8fKHs,Bheem Can’t Stop Dancing | Mighty Little Bheem | Netflix India,9741519,43656,0,0,0,Unknown,0.0
pn6PPv_Y6Mc,The One Where Chandler Tries A Bubble Bath | Friends | Netflix India,1565294,21413,631,0,0,Unknown,0.0016492875180375193
hLnC5MKFPfk,"Vicky Kaushal’s Purest Moments | Lust Stories, Love per Square Foot | Netflix India",299951,3642,102,0,1,happy,0.24508504689754698
mSrjAprANMY,Shahrukh & Alia Sing Together | Musical Kursi | Dear Zindagi | Netflix India,601343,11743,159,0,0,Unknown,0.21429880952380953
MixfE6OHMRA,Motu Ne Khaaye Italy Mein Samose! | Motu Patlu in the Game of Zones | Netflix India,37146185,120379,0,0,0,Unknown,0.0
Cb3wCFsLWsQ,Ranbir Kapoor Asks For A Retake | See You Soon | Netflix India,218328,9186,290,0,1,neutral,0.09870577801827803
vRzgLJMP4zc,Cinema Bandi | Official Trailer | Telugu Film | Raj & DK | Praveen Kandregula | Netflix India,1471941,41973,2057,0,0,Unknown,0.24291327078683034
ve_z2YZKHgQ,Can @Mythpat Surprise His Ajji? 👀 | Netflix India,7298665,328704,6635,0,1,fear,0.16971666666666663
kjN8cHOMhc0,Aamir Khan's Last Ball Six | Lagaan Ending Scene | Netflix India,1371338,22008,583,0,0,fear,0.1168186507936508
fG9GyEjPq2A,Alma Matters: Inside The IIT Dream | Official Trailer | Netflix India,3019326,107652,3301,0,1,neutral,0.1129312143759019
gvjrzQHjlfU,"Types Of Best Friends ft. Shahrukh, Prajakta, Chandler, Joey & More | Netflix India",162528,6361,121,0,1,happy,0.09783156966490299
NnX1LhKanXI,Bheem Loves Eating Carrots | Mighty Little Bheem | Netflix India,92243162,195663,0,0,0,happy,0.0
hsKzztFbmmM,"How They Met Each Other ft. Shahrukh, Kajol, Rohit, Prajakta & More | Netflix India",199919,7865,158,0,1,happy,0.11278762626262626
a1tPaZyq8pk,@tanmaybhat Reacts To Race 2 ft. Aishwarya Mohanraj | Part 2 | Netflix India,2054853,122363,2499,0,1,happy,0.04136311553030302
HHJkUQGm2H8,Army of the Dead | Zack Snyder | Hindi Trailer | Netflix India,2955391,93837,3006,0,0,Unknown,0.12245833333333332
9LGrzIRR6Hc,Searching For Sheela | Official Trailer | Ma Anand Sheela | Netflix India,508966,6839,699,0,1,happy,-0.01592149057539682
UF9DYwqMANw,"Tabu's Acting Will Blow You Away | Andhadhun, Haider, Drishyam, Fitoor & More! | Netflix India",170865,3646,146,0,1,neutral,0.1725715702947846
y76X-b4_Q98,"The BEST Fried Food In Kerala ft. Soubin Shahir, Darshana Rajendran & Sharan Nair | Menu Please",898563,25315,764,0,1,happy,0.12262412812881562
EImTzMiVdzo,Ajeeb Daastaans | Official Trailer | Netflix India,8869164,98903,2745,0,1,sad,0.1354224621725384
eJPAd72e8k4,The Big Day: Collection 2 | Official Trailer | Netflix India,210413,2873,134,0,1,happy,0.10261386624396135
WsjRWM0EhvM,Aamir Khan Proves He Can Read People's Minds | Anushka Sharma | PK | Netflix India,3547274,37945,551,0,1,fear,0.12076317340067337
iqihTaHblzM,Will One Punch Man Pass The Ultimate Hero Test? | Netflix India,366041,18312,1389,0,0,Unknown,0.0523574190566378
M79fkBYGIAA,"7 Steps to Ace Your Exams | Lakshya, Dangal, Gunjan Saxena, Secret Superstar & More | Netflix India",236062,17214,394,0,1,neutral,0.06511904761904765
GyJ5GDuV0p0,Holi: Then vs. Now | @CaptainNick | Netflix India,271538,14902,361,0,1,happy,0.1770562815656566
DGF4FjX1nrc,Thalapathy Vijay Mass Airport Scene | Mersal | Tamil Film | Netflix India,6900421,84098,2300,0,1,neutral,0.1199375
H0ElOyZjeQA,"Nana Patekar’s FUNNIEST Scene | Aloo Le Lo | Akshay Kumar, Katrina Kaif | Welcome",790066,10374,186,0,1,angry,0.1043952380952381
y_lYNL2jN78,"Behensplaining | Srishti Dixit, Kusha Kapila & Dolly Singh Review Hum Saath Saath Hai",618601,26351,741,0,1,happy,0.2540685741341991
OeQhJNbZw1o,Neena Gupta Celebrates Her Own Birthday | Zindagi In Short | Netflix India,1744269,17292,426,0,1,fear,0.21833344757094764
4VpYOMHouHg,"When Don Meets Mona Darling | Deepika Padukone, Ranbir Kapoor | Tamasha | Netflix India",450548,8617,232,0,1,happy,0.18160675505050503
rYxtIHE3fTA,Akshay Kumar Goes To Buy Sanitary Pad | Radhika Apte | Pad Man | Netflix India,2509236,30183,608,0,0,Unknown,0.10289807484182484
b1AIAyzeT7I,The Saddest Scene In Fullmetal Alchemist: Brotherhood | Nina & Alexander | Netflix India,2734411,43266,2019,0,0,Unknown,-0.04973431299603174
yYQq2sjG2AA,Things Everyone Should Stop Telling Parsis | Netflix India,334995,7992,782,0,1,neutral,0.1403125234140859
63AZw9muiSU,Shahrukh Khan Gives The Best Relationship Advice To Alia Bhatt | Dear Zindagi | Netflix India,1823031,47687,723,0,1,fear,0.20042173520923515
0xVqPbvLzX4,"Pagglait | Official Trailer | Sanya Malhotra, Sayani Gupta & Ashutosh Rana",7028805,116647,2484,0,1,sad,0.22107810899897593
heRQpkIytd4,"What Is Love? | Shahrukh, Prajakta, Ranbir, Deepika, Priyanka & More | Netflix India",182137,7254,234,0,1,happy,0.08881700937950938
B2V3BpuReZA,If Your Love Story Was A K-Drama ft. Aisha Ahmed & Ayush Mehra | Netflix India,7815140,186915,4151,0,1,surprise,0.054900000000000004
FzwhKDZngfk,Hrithik Roshan's Training Gone Wrong | Lakshya | Netflix India,5855158,75335,840,0,1,neutral,0.09514824907235621
uDugRIcr2p0,"Women Who Inspire Us Everyday Ft. Priyanka Chopra Jonas, Kajol, Katrina Kaif & More | Netflix India",726521,21964,392,0,1,surprise,0.11595050505050505
QvWAO1eSsVU,She’s Just A Story Away | Happy Women’s Day | Voiced By Shahana Goswami | Netflix India,147451,8316,207,0,1,happy,0.199061789021164
uldZBxLGaC0,"Major Ram Saves Lucky | Shahrukh Khan, Zayed Khan | Main Hoon Na | Netflix India",7340561,53874,849,0,1,angry,0.09123789082940867
AsamWza2MYk,Behensplaining | Kusha Kapila & Srishti Dixit​ Review Bridgerton | Netflix India,521486,20483,907,0,1,neutral,0.13102380952380954
x-PxGjUrhKg,Bheem Helps Everyone In The Village | Mighty Little Bheem | Netflix India,25290103,89546,0,0,1,neutral,0.0
zoVUoVu1QZU,"Thappad Se Darr Nahi Lagta Sahab | Salman Khan, Sonakshi Sinha | Dabangg | Netflix India",7363780,36361,529,0,1,sad,0.10618506493506494
pnuGGwCFxsM,The BEST Instant Noodles | Parineeti Chopra | Menu Please | The Girl On The Train | Netflix India,368005,10656,257,0,1,happy,0.17973019480519484
3utkSyC_mjk,"What If Netflix Characters Were In Biggest Boss | Shivankit, Badri, Abhinav, Chhote Miyan & Saloni",1722084,55179,1034,0,1,neutral,0.13791666666666663
7ZLJDJNhzSo,"7 Lessons We Need To Learn From Zindagi In Short | Aisha Ahmed, Manjot Singh, Neena Gupta & More!",207397,3744,69,0,1,fear,0.15062484347608313
yXpL9Lz558o,Shruti Haasan & Sanjith Hegde's Rooftop Date | X Life | Pitta Kathalu | Netflix India,550874,9463,266,0,1,happy,0.0864123776830808
zheMCw4J-jI,"Jagame Thandhiram | Teaser | Dhanush, Aishwarya Lekshmi | Karthik Subbaraj | Netflix India",18882364,673272,19615,0,1,neutral,0.06952168367346939
OOObTf5XTMQ,@tanmaybhat Reacts to The Big Day ft. Aishwarya Mohanraj | Netflix India,3303830,99332,2072,0,1,happy,0.10110019841269845
CFlshTLPRys,The Ultimate Kuch Kuch Hota Hai Debate | @aishmrj & Vishnu Kaushal | Netflix India,486624,17834,450,0,1,neutral,0.023739033189033195
luLdMdAHvVI,Behensplaining | Kusha Kapila & Dolly Singh Review Jab We Met | Netflix India,454084,23081,563,0,1,happy,0.2032332296176046
Fkt-OvyJhnU,"Savage Comebacks ft. Kareena Kapoor Khan, Kiara Advani, Radhika Apte, Priyanka Chopra Jonas",1420380,38058,537,0,1,neutral,0.1056630611359127
wWlp65xLPMs,"Meera | Pitta Kathalu | Teaser | Amala Paul, Jagapathi Babu, Ashwin Kakumanu | Netflix India",2116194,7809,124,0,1,fear,0.11702380952380954
h2Kwb-du56Q,Parineeti Chopra Tries Out The WEIRDEST Things! | Netflix India,521027,14331,480,0,1,happy,0.1961269052128427
Mf5QroBU-QY,"2 Truths & A Lie: Bollywood Edition | Lana Condor, Anna Cathcart, Janel Parrish | Netflix India",866920,33689,601,0,1,happy,0.10233577628968252
hVG9KoXhybk,"Ramula | Pitta Kathalu | Teaser | Saanve Megghana, Lakshmi Manchu | Netflix India",207245,2105,69,0,0,Unknown,0.1096718533039288
2BKdss-_jbw,Are Prajakta Koli & Rohit Saraf On A Non-Date? | Valentine’s Day Special | Netflix India,873379,41756,728,0,1,fear,0.15054724702380953
FC0ONnH803I,Behensplaining | Srishti Dixit & Dolly Singh Review Yeh Jawaani Hai Deewani | Netflix India,702579,29354,631,0,1,happy,0.17675228174603175
Rb4pBhSeipw,Rishi Asks Dimple Out For A Non-Date | Mismatched | Netflix India,443097,10340,231,0,1,surprise,0.0802357142857143
cX9m36aSUMk,Were Ross & Rachel On A Break? | Friends | Yashaswini Dayama & Vishnu Kaushal | Netflix India,235447,14338,644,0,1,neutral,-0.015416381919188649
IuxkqjSydUo,"Doob: No Bed of Roses | Official Trailer | Irrfan Khan, Nusrat Imrose Tisha & Parno Mitra",2569622,101969,3405,0,1,sad,0.17454617604617606
3sygpZkutV4,Mithila Palkar Straightens Her Hair & Answers Questions | Netflix India,216033,5312,138,0,1,happy,0.18074305555555553
YCqEPKA5DSY,"Pitta Kathalu | Official Trailer | Shruti Haasan, Eesha Rebba, Amala Paul, Saanve Megghana",2283769,29612,1050,0,1,fear,0.110928089569161
LE8-4aRf5VQ,"The Girl On The Train | Official Trailer | Parineeti Chopra, Aditi Rao Hydari & Kirti Kulhari",8652932,170971,7813,0,1,neutral,0.10320982744107746
y4-CB0L4UNk,What is @triggeredinsaan's Lakshya? | Triggered Kahaaniyaan | Netflix India,1141154,110516,3388,0,1,neutral,0.07891071428571428
oqW-YWGRrSk,5 Kajol Moments We All Love | Netflix India,196391,4521,215,0,1,happy,0.24389957482993205
1nzSLjWpKuk,"Top 5 Mithila Palkar Moments | Little Things, Tribhanga, Chopsticks, Muramba & Katti Batti",219554,5083,110,0,1,neutral,0.1265837585034014
7z1bv8CtQxs,Baahubali and Devasena Arrow Fight Scene | Baahubali 2: The Conclusion | Netflix India,12674903,70509,1456,0,1,sad,0.08627083333333331
zsn2vuO8x-Y,Farhan Akhtar Stands Up For Priyanka Chopra Jonas | Dil Dhadakne Do | Netflix India,2551105,48206,858,0,1,fear,0.19697388054653683
AiuL4dd4Sq8,"Rajkummar Rao BEST Scenes | Ludo, Stree, Queen, Bareily Ki Barfi & More! | Netflix India",1327104,28339,430,0,1,happy,0.18927234397546894
7vD70_5Xadc,Is Love Enough? Sir | Official Trailer | Tillotama Shome & Vivek Gomber | Netflix India,3560647,56138,2022,0,0,Unknown,0.08983630952380951
W8lOsZXNcvY,Deepika Padukone Iconic Saat Minute Speech ft. Shahrukh Khan | Happy New Year | Netflix India,1061063,10757,330,0,1,sad,0.09450757575757576
SEkNWdRLSOs,"Meet Kajol, Mithila Palkar & Tanvi Azmi As Anu, Masha & Nayan | Tribhanga | Netflix India",305243,4912,173,0,1,neutral,0.21897171717171715
bAUVcQEI2xk,"To All The Boys: Always and Forever | Official Trailer | Noah Centineo, Lana Condor | Netflix India",832349,40510,1365,0,0,Unknown,0.09227135839420994
SZUkouCPYIc,"2021 Film Preview | Trailer | Dwayne Johnson, Lana Condor, Leonardo DiCaprio & More!",353080,15776,869,0,1,happy,0.14226388888888888
kg5iYB33_NE,Shahrukh Khan's Life Advice | Alia Bhatt | Kursi Scene | Dear Zindagi | Netflix India,1102395,27929,394,0,0,Unknown,0.0938975725509059
xaCEwyKD_Ug,Bheem Cooks The Best Pongal | Mighty Little Bheem: Kite Festival | Netflix India,792693336,2704959,0,0,0,Unknown,0.0
zVNmHMWv2mc,"Tribhanga | Official Trailer | Kajol, Mithila Palkar, Tanvi Azmi, Kunaal Roy Kapur",4452132,78113,1796,0,1,happy,0.24858210565476196
x77COWSWnuA,Allu Arjun Police Station Fight Scene | Ala Vaikunthapurramloo | Netflix India,19120408,149913,2161,0,0,neutral,0.0668095238095238
tJvmkanKdVM,Ranbir Kapoor's 2021 Life Lessons | Netflix India,303162,20950,745,0,1,neutral,0.18685248015873018
7b8it7JPqHE,The White Tiger | Official Hindi Trailer | Netflix India,3333848,62268,1514,0,0,Unknown,0.08382380952380952
0zfEBGUV3js,Son of Abish ft. Anil Kapoor & Anurag Kashyap | Netflix India,571054,16798,535,0,1,happy,0.12785246324855698
_HDEMogtzKY,Which Is India’s Best Biryani? ft. Shayan Roy & Srishti Dixit |  Menu Please Year End Special,451204,14131,1030,0,1,fear,0.21537499999999998
Dt5kNigiUek,Anil Kapoor & Jackie Shroff Review Anurag Kashyap Films | Maushisplaining | Netflix India,1032271,34159,783,0,1,sad,0.14815615079365074
xp0ovGyyenM,"Love Panna Utturnam by Vignesh Shivan | Paava Kadhaigal | Official Teaser | Anjali, Kalki & Padam",395814,5164,213,0,1,sad,0.12383376623376624
fZNfl53TrFs,Anil Kapoor & Anurag Kashyap Exchange Houses | AK vs AK | Netflix India,928757,26124,641,0,0,neutral,0.13799999999999998
ACTeSSVQzZU,"Rohit Saraf BEST Scenes | Mismatched, Ludo, Dear Zindagi, The Sky Is Pink | Netflix India",959784,34535,658,0,0,happy,0.1590046536796537
dPcR6HRhZK0,Jab We Met Iconic Phone Call Scene | Kareena Kapoor Khan | Netflix India,527329,11448,268,0,1,sad,0.13633690476190474
cE6t9b4lR0A,Cobra Kai: Season 3 | Hindi Trailer | Netflix India,223966,7936,429,0,0,Unknown,0.12108253376397907
qWeYLnSqyvg,Prajakta Koli & Rohit Saraf Cold Coffee Scene | Mismatched | Netflix India,1981892,40238,638,0,0,Unknown,0.05912797619047619
3m59PYrw52k,Bollywood Stars UNSEEN FIGHT IN PUBLIC | Fabulous Live of Bollywood Wives | Netflix India,757503,6695,991,0,1,neutral,0.04061123737373737
MteHcVk-_jo,"Paava Kadhaigal | Official Trailer | Gautham Menon, Vetri Maaran, Sudha Kongara & Vignesh Shivan",5939307,111660,3664,0,1,happy,0.1838928160728161
AUHplWmPuwo,"Why Did Netflix Do This To Us?? | @ashishchanchlanivines, @Mythpat, @SlayyPointOfficial, @kushakapila5643",6873817,374668,11657,0,1,fear,0.08056547619047619
ej47JbL67yw,"Son of Abish ft. @PearleMaaneyShow, @KennySebastian & The Youngest Guest | Netflix India",909548,24487,751,0,1,sad,0.09763218031968032
blRe2wQP-_U,"Aise Kyun | Official Music Video | Anurag Saikia, Raghav & Nikhita | Raj Shekhar | Mismatched",13078662,194062,2397,0,0,Unknown,0.1692758658008658
eoVpkPLpScc,Prajakta Koli and Rohit Saraf's Non-Date | Mismatched | Netflix India,677445,15066,337,0,0,Unknown,0.12602316468253968
tNHlsFlPkVU,"Mismatched Jukebox- All Songs | @prateekkuhadmusic, @ritvizji, @royaljasleen | Netflix India",1230171,34456,576,0,0,Unknown,0.10789211224972942
esRZchm3Gq8,Beth vs 12 Players | Simul Chess Scene | The Queen's Gambit | Netflix India,3526853,32912,982,0,0,neutral,0.17804241780728852
i9eyZme8fLo,"Mismatched: Bloopers | Prajakta Koli, Rohit Saraf | Netflix India",2464897,69497,702,0,1,happy,0.14569502164502166
jiXvpA_gE0o,Prajakta Koli & Rohit Saraf Take The Pick Up Line Challenge | Mismatched | Netflix India,2217495,81720,912,0,1,fear,0.10649404761904765
IW2-gsi7SSI,On Set with the Cast of Ludo | Behind the Scenes | Ludo | Netflix India,1560260,35366,603,0,0,Unknown,0.33702442002441996
ACRTKMgu6lc,Prateek Kuhad - Kahaan Ho Tum | Official Music Video | Prajakta Koli & Rohit Saraf | Mismatched,4232613,129156,1228,0,0,Unknown,0.16557167658730157
VJ1PAmIbZFM,Prajakta Koli & Rohit Saraf as Dimple & Rishi | Mismatched | Netflix India,750154,22662,391,0,0,Unknown,0.08883077692360977
tHSi6GRrLns,Aditya Roy Kapur & Sanya Malhotra as Dr. Akash & Shruti | Ludo | Netflix India,357375,5401,119,0,1,neutral,0.2012423716329967
CNy855q6u6I,Abhishek Bachchan & Inayat Verma as Bittu & Mini | Ludo | Netflix India,477514,8537,183,0,0,Unknown,0.20647436507936512
vv__-0tgAEA,What If Ludo Was A Person ft. @ashishchanchlanivines | Ludo | Netflix India,8147406,459273,4095,0,1,sad,0.11199240451388888
pHIOCWfEcOA,"Types of College Friends ft. Prajakta Koli, Rohit Saraf | Mismatched | Netflix India",259587,9711,171,0,1,neutral,0.12177294823232325
IwsHwyEack0,Why is Breaking Bad the Best Show Ever? | Decode with @dhruvrathee | Netflix India,1575953,61475,5660,0,1,happy,0.060685606060606044
VO1qLZXIwv0,Prajakta Koli & Rohit Saraf React to Their Trailer | Mismatched | Netflix India,1315272,53087,757,0,1,happy,0.1515849175347222
uYmwNNkix-k,"Mismatched | Official Trailer | Prajakta Koli, Rohit Saraf & Rannvijay Singha | Netflix India",5722565,170124,5231,0,1,neutral,0.06050729675417176
ww44r3aXs48,Emily In Paris | Hindi Trailer | Netflix India,223350,3727,156,0,1,fear,0.12426871296552149
dbHu3StsZi0,Money Heist: The Spanish Masala Blockbuster | Decode with @dhruvrathee | Netflix India,1516821,61544,2737,0,1,happy,0.11646780303030305
r5K0bwe5NBc,Miss India | Official Trailer | Keerthy Suresh | Netflix India,7541162,207176,5030,0,1,happy,0.07473039891395154
S7DPXk5Ym6I,Ishaan Khatter as Maan | A Suitable Boy | Netflix India,471741,5543,215,0,1,neutral,0.1381712481962482
Oxmm238BH7k,Tanya Maniktala as Lata | A Suitable Boy | Netflix India,326031,4999,186,0,1,happy,0.16607211850649353
CaqaSccbcP0,Rooting For Roona | Behind The Scenes | Netflix India,844942,19288,660,0,1,neutral,0.05852935906685907
l1OXgoX_2vU,"@Mythpat Dubs ZNMD | Among Us with Hrithik Roshan, Farhan Akhtar, Abhay Deol | Netflix India",5464509,382915,6456,0,1,angry,0.1064861111111111
NrAitsCP11g,Shah Rukh Khan's Most Emotional Speech | Kal Ho Naa Ho | Netflix India,1981115,49682,1308,0,1,sad,0.12170635521885519
P9KxAJAWhGc,"A Suitable Boy | Official Trailer | Tabu, Ishaan Khatter, Tanya Maniktala | Netflix India",3256696,42788,2508,0,1,neutral,0.12128035456606887
IA8GXpQDtSA,Rooting for Roona | Official Trailer | Netflix India,16087331,150810,7000,0,0,Unknown,0.05095856180856182
i_1W7agHwAA,Nawazuddin Siddiqui's 4G Theory | Serious Men | Netflix India,141950,4844,175,0,1,sad,0.15308461657390227
oAs5khkftsw,@YashrajMukhateOfficial: Marriages Are Breaking Like Biscuits | Dialogue With Beats | Netflix India,2998071,180416,3085,0,1,sad,0.1563069196428571
WTJW2Ol1c0g,"Ginny Weds Sunny | Official Trailer | Vikrant Massey, Yami Gautam & Ayesha Raza | Netflix India",8687655,210086,7668,0,0,Unknown,0.16518364448051936
naXf8R1aOik,"Serious Men | 2nd Oct | Official Trailer | Nawazuddin Siddiqui, M. Nasser, Sudhir Mishra | Netflix",9567394,293962,9145,0,1,neutral,0.14696829906204903
U-CigH1AlAU,Farhan Akhtar's Heart Warming Poem | Zindagi Na Milegi Dobara | Netflix India,1271216,48193,611,0,0,Unknown,0.17094342596236536
k_hIVDupXkQ,Meet Dolly | Konkona Sen Sharma | Dolly Kitty Aur Woh Chamakte Sitare | Netflix India,170837,2770,123,0,1,angry,0.1322183977047258
INzU-gFx_gA,Neena Gupta Is Mom Goals | Masaba Masaba | Netflix India,437905,8850,183,0,0,Unknown,0.2868925557659933
DKlVz1R41jQ,Pankaj Tripathi's Motivational Speech | Gunjan Saxena: The Kargil Girl | Netflix India,346363,8415,175,0,1,neutral,0.1903863876863877
i3IuXm_de3I,"Masaba Masaba | Official Trailer | Masaba Gupta, Neena Gupta | Netflix India",2304763,49653,1478,0,0,Unknown,0.2136791486291486
_dO3HsZa4nM,Pankaj Tripathi & Janhvi Kapoor: The Best Father-Daughter Duo | Gunjan Saxena | Netflix India,170616,5752,617,0,1,happy,0.21912145219198792
wlVAQMB7TDY,Class of ’83 | Official Trailer | Bobby Deol | Netflix India,8987238,239174,17092,0,0,Unknown,0.20722276334776338
To54dv2jnJg,"Permission Leni Chahiye, Na? | Nawazuddin Siddiqui | Gangs of Wasseypur | Netflix India",4550141,49430,1514,0,1,neutral,0.05506879509379508
_aYDuKtJUfM,Nawazuddin Siddiqui Interrogates Radhika Apte | Raat Akeli Hai | Netflix India,7300555,30764,384,0,0,Unknown,0.1152366522366522
MQRe-1fiNTI,Nawazuddin Siddiqui & Radhika Apte Break Down Raat Akeli Hai | Honey Trehan | Netflix India,353555,2723,142,0,1,neutral,0.21212413013088965
rtGIq9Xjnrw,GUNJAN SAXENA: The Kargil Girl | Official Trailer | Netflix India,13133959,372963,58974,0,1,sad,0.2281799512987013
UqtRNSzYMwc,Bulbbul & Satya's Reunion | Tripti Dimri & Avinash Tiwary | Bulbbul | Netflix India,1963478,23823,463,0,1,fear,0.17132703688672443
PmvsAi89BDM,Bathroom Fight Scene | Tom Cruise & Henry Cavill | Mission: Impossible- Fallout | Netflix India,15675444,179145,6890,0,1,sad,0.10286190476190475
